name,sales,zipcode,address,store,first_sale,last_sale
HY-VEE FOOD STORE #1 / AMES,110390,50010,3800 W LINCOLN WAY,2500,2012-01-09T00:00:00Z,2022-10-26T00:00:00Z
HY-VEE FOOD STORE / MARION,95967,52302,3600 BUSINESS HWY 151 EAST,2560,2012-01-05T00:00:00Z,2022-10-28T00:00:00Z
HY-VEE WINE AND SPIRITS / ANKENY,95885,50021,410 NORTH ANKENY BLVD,2502,2012-01-04T00:00:00Z,2022-10-28T00:00:00Z
HY-VEE / WINDSOR HEIGHTS,87352,50311,7101 UNIVERSITY AVE,2620,2012-01-05T00:00:00Z,2022-10-26T00:00:00Z
HY-VEE FOOD STORE / DUBUQUE,83296,52001,3500 DODGE ST,2524,2012-01-03T00:00:00Z,2022-10-28T00:00:00Z
HY-VEE WINE AND SPIRITS / WATERLOO,82420,50701,2126 KIMBALL AVE,2643,2012-01-09T00:00:00Z,2022-10-25T00:00:00Z
HY-VEE FOOD STORE #2 / IOWA CITY,74161,52240,812  S 1ST AVE,2513,2012-01-05T00:00:00Z,2022-09-28T00:00:00Z
HY-VEE FOOD STORE #3 / DES MOINES,73472,50315,3221 SE 14TH ST,2528,2012-01-05T00:00:00Z,2022-10-31T00:00:00Z
HY-VEE WINE AND SPIRITS #2,60878,52804,3301 W KIMBERLY RD,2625,2012-01-03T00:00:00Z,2017-12-06T00:00:00Z
HY-VEE FOOD STORE #1 / WDM,60461,50265,1700 VALLEY WEST DR,2535,2012-01-04T00:00:00Z,2022-05-24T00:00:00Z
HY-VEE FOOD STORE / INDIANOLA,56074,50125,910 N JEFFERSON,2549,2012-01-03T00:00:00Z,2022-10-25T00:00:00Z
HY-VEE FOOD STORE / CHARITON,47476,50049,2001 WEST COURT,2551,2012-01-09T00:00:00Z,2022-10-28T00:00:00Z
HY-VEE WINE & SPIRITS #2 / DAVENPORT,44113,52804,3301 W KIMBERLY RD,2625,2017-12-13T00:00:00Z,2022-10-31T00:00:00Z
BIG G FOOD STORE,39320,52301,PO BOX 261  310 W DILLON,3417,2012-01-04T00:00:00Z,2022-10-31T00:00:00Z
WAL-MART 3630 / MARION,37016,52302,5491 BUSINESS HWY 151,3868,2012-01-05T00:00:00Z,2023-07-28T00:00:00Z
HY-VEE WINE AND SPIRITS / SPIRIT LAKE,35198,51360,HWY 9 & 71,2522,2016-08-31T00:00:00Z,2022-04-20T00:00:00Z
WAL-MART 1965 / COUNCIL BLUFFS,33614,51503,3200 MANAWA DR,3629,2012-01-03T00:00:00Z,2022-10-27T00:00:00Z
QUILLINS FOOD RANCH / WAUKON,33148,52172,9TH ST SW B,3857,2012-01-09T00:00:00Z,2023-03-31T00:00:00Z
HY-VEE FOOD STORE / KNOXVILLE,32421,50138,813 N LINCOLN STE 1,2566,2012-01-04T00:00:00Z,2022-10-28T00:00:00Z
HY-VEE FOOD STORE / IOWA FALLS,31427,50126,HIGHWAY 65 SOUTH,2539,2012-01-16T00:00:00Z,2022-12-19T00:00:00Z
LIQUOR LOCKER,31281,51246,507 1ST AVE #100,3705,2012-01-04T00:00:00Z,2022-10-25T00:00:00Z
HY-VEE WINE AND SPIRITS / SPIRIT LAK,29615,51360,HWY 9 & 71,2522,2012-01-03T00:00:00Z,2016-08-24T00:00:00Z
NEW STAR LIQUOR / W 4TH S / WATERLOO,28736,50701,1625 WEST 4TH ST,3993,2012-01-09T00:00:00Z,2022-10-25T00:00:00Z
SUPER QUICK 2 / HUBBELL,26811,50317,1824 HUBBELL AVE,4169,2012-01-18T00:00:00Z,2022-10-28T00:00:00Z
MAD AVE QUIK SHOP,26269,52501,"405, MADISON AVE",5257,2016-04-27T00:00:00Z,2022-10-28T00:00:00Z
WINE AND SPIRITS GALLERY,23918,50322,7690 HICKMAN RD,3762,2012-01-03T00:00:00Z,2018-08-20T00:00:00Z
MCNALLY'S SUPER VALU,22198,50112,1026 MAIN,3054,2012-01-05T00:00:00Z,2022-10-25T00:00:00Z
RUBACK'S FOOD CENTER,20329,51560,504 SOUTH HIGHWAY,2445,2012-01-03T00:00:00Z,2023-03-31T00:00:00Z
GD XPRESS / DAVENPORT,20194,52804,4607 N PINE ST,4638,2012-03-15T00:00:00Z,2022-04-25T00:00:00Z
HY-VEE  #2 / AMES,19684,50010,640 LINCOLNWAY,2501,2020-09-02T00:00:00Z,2022-10-26T00:00:00Z
SMOKIN' JOE'S #14 TOBACCO AND LIQUOR,18509,52405,225 EDGEWOOD RD,3912,2012-01-05T00:00:00Z,2016-08-23T00:00:00Z
WAL-MART 1491 / INDIANOLA,18095,50125,1500 NORTH JEFFERSON,3651,2012-01-03T00:00:00Z,2022-10-25T00:00:00Z
HY-VEE WINE AND SPIRITS / ESTHERVILL,17948,51334,2608 E. CENTRAL AVENUE,2556,2012-01-03T00:00:00Z,2016-08-24T00:00:00Z
FAREWAY STORES #058 / ORANGE CITY,16719,51041,512  8TH SE,4255,2012-01-09T00:00:00Z,2022-10-25T00:00:00Z
WAL-MART 1506 / MANCHESTER,15707,52057,1220 WEST MAIN,4019,2012-01-16T00:00:00Z,2022-10-25T00:00:00Z
SMOKIN' JOE'S #13 TOBACCO AND LIQUOR OUTLET,15068,52303,2315 MT VERNON RD SE,5142,2017-12-12T00:00:00Z,2022-10-27T00:00:00Z
WAL-MART 1732 / DENISON,14915,51442,510 C AVE,4014,2012-01-04T00:00:00Z,2023-03-28T00:00:00Z
FAREWAY STORES #983 / GRIMES,13985,50111,351 GATEWAY DR,4136,2012-01-16T00:00:00Z,2021-11-30T00:00:00Z
FAREWAY STORES #061 / ANKENY,13834,50023,3205 NORTH ANKENY BLVD,4084,2012-01-09T00:00:00Z,2022-09-28T00:00:00Z
AJ'S LIQUOR / AMES,13624,50014,4518 MORTENSON RD STE 109,4251,2012-01-05T00:00:00Z,2019-01-18T00:00:00Z
REINHART FOODS,13580,50115,200 STATE PO BOX 98,2459,2012-01-03T00:00:00Z,2022-01-28T00:00:00Z
PRAIRIE MEADOWS,13147,50009,ONE PRAIRIE MEADOWS DRIVE,2478,2012-01-05T00:00:00Z,2022-09-29T00:00:00Z
SMOKIN' JOE'S #14 TOBACCO AND LIQUOR OUTLET,13139,52405,225 EDGEWOOD RD,3912,2016-08-31T00:00:00Z,2022-05-31T00:00:00Z
KUM & GO #573 / SE 14TH DM,12903,50315,5830 SE 14TH ST,4641,2012-02-23T00:00:00Z,2022-10-28T00:00:00Z
WAL-MART 1723 / DES MOINES,12853,50315,5101 SE 14TH ST,3696,2012-01-12T00:00:00Z,2022-10-31T00:00:00Z
KUM & GO #8 / 8TH ST / WDM,12776,50265,1293 8TH AVE,4382,2012-01-05T00:00:00Z,2022-05-26T00:00:00Z
FAREWAY STORES #114 / DUBUQUE,12097,52001,2050 JOHN F KENNEDY RD,4334,2012-01-03T00:00:00Z,2022-10-28T00:00:00Z
HILLTOP GROCERY,11712,52803,1312 HARRISON ST,4962,2014-02-17T00:00:00Z,2022-10-31T00:00:00Z
GASLAND / BURLINGTON,11598,52655,1003 SUMMER ST,4752,2012-06-27T00:00:00Z,2022-09-30T00:00:00Z
KWIK SHOP #520 / CARTER LAKE,11466,51510,1202 EAST LOCUST ST,4633,2012-02-08T00:00:00Z,2022-09-23T00:00:00Z
DYNO'S WINE AND SPIRITS / STORM LAKE,11426,50588,1201 1/2 LAKESHORE DR,3855,2012-01-04T00:00:00Z,2021-01-04T00:00:00Z
KUM & GO #4098 / WINDSOR HEIGHTS,11127,50311,7229 UNIVERSTY AVE,4403,2012-01-26T00:00:00Z,2022-10-27T00:00:00Z
IDA GROVE FOOD PRIDE,11033,51445,200 SUSAN LAWRENCE DR,5004,2014-06-04T00:00:00Z,2023-03-28T00:00:00Z
KUM & GO #535 / DES MOINES,10884,50317,4960 E BROADWAY AVE,5057,2014-11-06T00:00:00Z,2022-10-27T00:00:00Z
HY-VEE FOOD STORE / OSKALOOSA,10854,52577,110  SO  D  ST,2600,2012-01-04T00:00:00Z,2023-03-29T00:00:00Z
HY-VEE / REGAL LIQUORS AND VIDEO,10695,52501,2453 NORTH COURT,2596,2016-05-04T00:00:00Z,2019-05-08T00:00:00Z
L AND M BEVERAGE,10606,50662,1011 S FREDERICK M/A PO BX 572,3584,2012-01-10T00:00:00Z,2017-11-17T00:00:00Z
FAREWAY STORES #951 / WATERLOO,10213,50701,40  W SAN MARNAN,4150,2012-01-09T00:00:00Z,2022-10-27T00:00:00Z
HY-VEE FOOD STORE #1 / OTTUMWA,10140,NA,NA,2543,2016-09-06T00:00:00Z,2018-01-17T00:00:00Z
FAREWAY STORES #155 / HUXLEY,10098,50124,911 HWY 69,5135,2015-06-30T00:00:00Z,2022-10-27T00:00:00Z
QUIK TRIP #530 / EUCLID,9956,50313,1424 E EUCLID AVE,5501,2017-11-30T00:00:00Z,2022-10-27T00:00:00Z
SMOKIN' JOE'S #8 TOBACCO AND LIQUOR OUTLET,9946,52806,90 W. KIMBERLY RD STE 55-56,5436,2017-12-14T00:00:00Z,2023-04-10T00:00:00Z
BEST FOOD MART 3  LLC,9886,50311,1621 UNIVERSITY AVE,5098,2015-02-05T00:00:00Z,2022-10-27T00:00:00Z
KUM & GO #292 / ANKENY,9855,50021,1825 N ANKENY BLVD,4404,2012-01-03T00:00:00Z,2022-10-26T00:00:00Z
IDA LIQUOR,9586,51445,"500, HWY 175",5151,2015-05-27T00:00:00Z,2020-12-01T00:00:00Z
SMOKIN' JOE'S #13 TOBACCO & LIQUOR O,9431,52303,"2315, MT VERNON RD SE",5142,2015-05-05T00:00:00Z,2017-12-05T00:00:00Z
SHOP N SAVE #1 / MLK PKWY,9318,50314,2127 M L KING JR PKWY,3772,2012-01-11T00:00:00Z,2018-04-02T00:00:00Z
KWIK SHOP #579 / DAVENPORT,9004,52802,2805 TELEGRAPH RD,3882,2012-01-05T00:00:00Z,2022-09-19T00:00:00Z
INDY 66 #928 / INDIANOLA,8821,50125,1201 N JEFFERSON,4684,2012-05-01T00:00:00Z,2022-10-25T00:00:00Z
FOODLAND SUPER MARKETS / WOODBINE,8779,51579,5TH AND LINCOLN WAY,4000,2012-01-04T00:00:00Z,2022-02-15T00:00:00Z
RUSTIC LURE WINE AND SPIRITS,8171,51331,"72, N OKOBOJI GROVE RD",5104,2015-03-03T00:00:00Z,2020-07-01T00:00:00Z
BIG DISCOUNT LIQUOR,8117,52402,5427  CENTER POINT RD,5636,2018-08-07T00:00:00Z,2022-10-26T00:00:00Z
GRAND FALLS CASINO RESORT,7992,51241,1415 GRAND FALLS BLVD,4337,2012-01-04T00:00:00Z,2022-09-27T00:00:00Z
STATION MART LIQUOR AND TOBBACCO,7715,50707,3594 LAFAYETTE ST,4222,2012-01-04T00:00:00Z,2016-01-15T00:00:00Z
KUM & GO #1215 / AMES,7519,50010,4506 LINCOLN WAY,5465,2017-08-30T00:00:00Z,2022-10-27T00:00:00Z
JIFFY EXPRESS #921 / INDIANOLA,7113,50125,311 NORTH JEFFERSON,4504,2012-01-05T00:00:00Z,2022-09-13T00:00:00Z
HY-VEE FAST & FRESH/ALTOONA,7034,50009,3950 PRARIE FIRE NW,2679,2019-01-22T00:00:00Z,2022-10-27T00:00:00Z
HY-VEE OTTUMWA#2,6942,52501,2453 NORTH COURT,2596,2019-05-08T00:00:00Z,2022-10-26T00:00:00Z
DAHL'S / HICKMAN,6859,50322,8700 HICKMAN,2951,2012-01-04T00:00:00Z,2015-01-29T00:00:00Z
HY-VEE WINE AND SPIRITS / ATLANTIC,6689,NA,NA,2591,2016-09-03T00:00:00Z,2021-11-26T00:00:00Z
TODDS ON THE GO,6662,52405,235 EDGEWOOD RD NE,4176,2012-01-05T00:00:00Z,2017-01-10T00:00:00Z
QUIK TRIP #500 / HUBBELL DM,6550,50317,3700 HUBBELL AVE,4599,2016-05-04T00:00:00Z,2019-06-27T00:00:00Z
COUNTY MARKET #214 / FORT MADISON,6342,52627,11802 AVENUE H,3908,2012-01-03T00:00:00Z,2016-02-01T00:00:00Z
FAREWAY STORES #938 / SHENANDOAH,6341,51601,1007 S FREMONT ST,4246,2012-01-10T00:00:00Z,2021-11-26T00:00:00Z
SMOKIN' JOE'S #15 TOBACCO & LIQUOR O,6118,NA,NA,5176,2016-09-06T00:00:00Z,2017-12-05T00:00:00Z
KUENNEN'S LIQUOR STORE,6088,52166,106 W MAINS ST PO BOX 142,3930,2012-01-09T00:00:00Z,2022-10-25T00:00:00Z
HY-VEE WINE AND SPIRITS / ESTHERVILLE,6029,51334,2608 E. CENTRAL AVENUE,2556,2016-08-31T00:00:00Z,2021-10-06T00:00:00Z
KUM & GO #539/ NW 2ND AVE,6002,50313,5050 NW 2ND AVE,5338,2018-02-19T00:00:00Z,2022-10-28T00:00:00Z
FAREWAY STORES #151 / CEDAR RAPIDS,5833,NA,NA,5097,2016-09-06T00:00:00Z,2022-10-27T00:00:00Z
POLK CITY LIQUOR,5738,50226,201 N 3RD ST  STE A AND B,5906,2020-03-04T00:00:00Z,2022-02-03T00:00:00Z
CASEY'S GENERAL STORE # 3565/ TRIPOLI,5642,50676,600 7TH AVE,5352,2016-12-23T00:00:00Z,2022-10-25T00:00:00Z
"BURG SPIRITS, LLC.",5525,52361,813 1/2 HIGHLAND ST,3911,2012-01-03T00:00:00Z,2013-07-10T00:00:00Z
SAM'S CLUB 6344 / WINDSOR HEIGHTS,5278,NA,NA,3420,2016-09-01T00:00:00Z,2021-11-24T00:00:00Z
FAREWAY STORES #168/ PEOSTA,5222,52068,8400 NICC DRIVE,5359,2018-02-13T00:00:00Z,2022-10-31T00:00:00Z
WALGREENS #07454 / ANKENY,5217,50021,901 N ANKENY BLVD,4726,2012-08-30T00:00:00Z,2022-10-12T00:00:00Z
OAK STREET STATION LLC,5173,51240,2403 US HWY 18,5153,2015-06-16T00:00:00Z,2022-10-28T00:00:00Z
KUM & GO #203 / PERRY,5159,50220,1219 1ST ST,4410,2012-01-16T00:00:00Z,2018-12-13T00:00:00Z
SAUCE,4951,52240,"108, COLLEGE",5286,2016-08-02T00:00:00Z,2020-03-10T00:00:00Z
FOOD LAND SUPER MARKETS / MISSOURI VALEY,4883,NA,NA,4152,2016-09-03T00:00:00Z,2017-11-06T00:00:00Z
FAREWAY STORES #597 / CRESTON,4811,50801,105 E ADAMS ST,4291,2021-10-01T00:00:00Z,2022-10-28T00:00:00Z
KUM & GO #43 / NEW VIRGINIA,4660,50210,1453 CO HWY G76,4385,2012-01-18T00:00:00Z,2022-09-20T00:00:00Z
W-MART,4568,52803,"1205/1207, LOCUST ST.",5249,2016-04-27T00:00:00Z,2018-02-26T00:00:00Z
GARY'S FOODS / MT VERNON,4539,52314,715  1ST AVE S,3829,2020-09-03T00:00:00Z,2022-10-27T00:00:00Z
CASH SAVER #33 / DES MOINES,4524,50313,1320 E EUCLID AVE,6118,2021-02-19T00:00:00Z,2022-10-28T00:00:00Z
DANNYS TOBACCO & LIQUOR / GUTTENBERG,4359,52052,531 U.S. 52,6166,2021-06-05T00:00:00Z,2022-10-28T00:00:00Z
BREW IDA GROVE,4273,51445,"500, HWY 175",5151,2020-12-08T00:00:00Z,2022-10-25T00:00:00Z
PG MINI MART,4262,51104,800 HAMILTON BLVD.,5390,2017-03-29T00:00:00Z,2022-09-27T00:00:00Z
SPEEDE SHOP / WINTHROP,4214,50682,644 220TH ST,4498,2012-02-01T00:00:00Z,2023-08-09T00:00:00Z
EMMETSBURG FOOD PRIDE,4185,50536,1307 S BROADWAY,3615,2012-01-04T00:00:00Z,2014-05-27T00:00:00Z
CVS PHARMACY #8659 / DAVENPORT,4166,52804,1777 DIVISION ST,2839,2012-01-10T00:00:00Z,2022-09-26T00:00:00Z
UNIVERSITY GROCERIES,4165,50314,2121 UNIVERSITY AVE,4139,2012-01-05T00:00:00Z,2014-01-23T00:00:00Z
HY-VEE / CHARLES CITY,4160,50616,901 KELLY ST,2578,2021-12-07T00:00:00Z,2022-10-25T00:00:00Z
LAURENS FOOD PRIDE,4059,50554,410 W MAIN ST,5005,2016-05-03T00:00:00Z,2021-11-26T00:00:00Z
ROY'S FOODLAND,4013,52332,105 PEARL ST,4346,2021-01-08T00:00:00Z,2022-10-28T00:00:00Z
JW LIQUOR,3842,NA,NA,5709,2019-02-06T00:00:00Z,2021-04-22T00:00:00Z
KUM & GO #215  AMES,3804,50010,4506 LINCOLN WAY,4437,2012-01-03T00:00:00Z,2017-02-08T00:00:00Z
WALGREENS #07967 / CLIVE,3779,50325,15601 HICKMAN RD,4732,2012-08-30T00:00:00Z,2022-10-28T00:00:00Z
BROOKLYN GROCERY,3727,52211,"122, FRONT ST.",5284,2016-07-06T00:00:00Z,2019-02-04T00:00:00Z
CASEY'S GENERAL STORE #2493 / BUFFALO,3703,52728,222 W FRONT ST,4552,2016-09-12T00:00:00Z,2022-10-24T00:00:00Z
CAMANCHE FOOD PRIDE,3550,52730,908 7TH AVE,4132,2016-05-05T00:00:00Z,2021-11-29T00:00:00Z
HY-VEE DOLLAR FRESH - TOLEDO,3546,52342,1006 S. COUNTRY ROAD,2697,2020-09-01T00:00:00Z,2023-03-28T00:00:00Z
KUM & GO #141 / GRIMES,3516,50111,1950 PRINCETON DR,4374,2020-09-04T00:00:00Z,2022-10-28T00:00:00Z
CASEY'S GENERAL STORE #2301 / AMES,3476,50010,17005 HWY 69,4656,2012-03-20T00:00:00Z,2023-03-30T00:00:00Z
THE DEPOT ATKINS,3413,52206,"188, PARKRIDGE RD",5268,2016-06-08T00:00:00Z,2019-06-21T00:00:00Z
NEW STAR / RAYMOND,3401,50667,101 COMERICAL STREET,5447,2018-02-05T00:00:00Z,2022-06-07T00:00:00Z
HY-VEE WINE AND SPIRITS / WDM,3341,50266,1725  74TH ST,2619,2021-10-04T00:00:00Z,2023-03-29T00:00:00Z
KUM & GO #0185 / BONDURANT,3253,50035,3015 OXBOW COURT SW,6078,2020-11-27T00:00:00Z,2023-03-30T00:00:00Z
FAREWAY STORES #841 / RED OAK,3119,51566,811 BROADWAY,4318,2020-09-03T00:00:00Z,2022-10-28T00:00:00Z
CVS PHARMACY #10114 / ANKENY,3112,50023,104 E FIRST ST,2848,2013-02-07T00:00:00Z,2022-09-28T00:00:00Z
BERNIE'S BOOZE LLC,3060,51247,"950, WEST VIEW DR",5263,2020-09-01T00:00:00Z,2022-10-25T00:00:00Z
ALI'S WEST SIDE LIQUOR,2893,50701,919 W 5TH ST,4075,2012-01-09T00:00:00Z,2014-09-04T00:00:00Z
HY-VEE DRUGSTORE / ANKENY,2865,50021,849 SOUTH ANKENY BLVD.,2503,2012-01-04T00:00:00Z,2013-09-04T00:00:00Z
THE DEPOT NORTH LIBERTY,2837,52317,1290 S DUBUQUE ST,5511,2017-12-14T00:00:00Z,2022-09-13T00:00:00Z
"BOYD GROCERY, INC.",2836,52565,20611 HWY 1 N,4130,2012-01-10T00:00:00Z,2023-04-26T00:00:00Z
KUM & GO #0131 / HUXLEY,2812,50046,1706 HWY 210,5920,2020-05-28T00:00:00Z,2023-03-30T00:00:00Z
CENTRAL CITY 2,2807,50314,1501 MICHIGAN AVE,4829,2021-10-01T00:00:00Z,2021-11-30T00:00:00Z
CASEY'S GENERAL STORE #2845 / URBANA,2754,52345,201 SUNSET ST,4551,2016-03-01T00:00:00Z,2022-09-30T00:00:00Z
WAL-MART 0646 / ANAMOSA,2704,52205,101  115 ST,3886,2020-09-04T00:00:00Z,2021-11-26T00:00:00Z
FAREWAY STORES #849 / EMMETSBURG,2680,50536,2008  12TH ST,4254,2016-05-03T00:00:00Z,2021-11-24T00:00:00Z
CASEY'S GENERAL STORE #3210 / URBANDALE,2614,50323,4400 128TH ST,4890,2016-09-20T00:00:00Z,2022-10-28T00:00:00Z
SPIRITS LIQUOR / GRIMES,2546,50111,109 E 1ST ST. # B,5425,2021-10-01T00:00:00Z,2022-09-30T00:00:00Z
EXPRESS MART,2540,NA,NA,5336,2016-11-07T00:00:00Z,2022-10-03T00:00:00Z
KUM & GO #133 / ELLSWORTH,2540,50075,1111 IA HIGHWAY 175,4395,2016-05-03T00:00:00Z,2019-06-25T00:00:00Z
CASEY'S GENERAL STORE #3082 / CARROLL,2468,51401,510 E HWY 30,5563,2020-09-08T00:00:00Z,2022-10-31T00:00:00Z
WAL-MART 4256 / AMES,2427,50010,534 SOUTHDUFF AVE,4004,2022-02-02T00:00:00Z,2022-09-28T00:00:00Z
MONROE LIQUOR,2399,50170,105 W SHERMAN PO BX 1023,3968,2012-01-04T00:00:00Z,2016-10-20T00:00:00Z
KUM & GO #121 / URBANDALE,2395,50322,12041 DOUGLAS PKWY,4449,2016-05-03T00:00:00Z,2019-06-17T00:00:00Z
CORK AND BOTTLE / OSKALOOSA,2384,52577,309 A AVE WEST,3990,2021-10-06T00:00:00Z,2023-03-29T00:00:00Z
SHOP N SAVE / NW 2ND AVE / DSM,2360,50313,4685 NW 2ND AVE,4567,2012-01-04T00:00:00Z,2015-04-06T00:00:00Z
NEW STAR LIQUOR & TOBACCO  / FT DODG,2345,NA,NA,5167,2016-09-07T00:00:00Z,2017-06-21T00:00:00Z
CASEY'S #3746 / GRIMES,2275,50111,1650 NE BEAVER BROOKE BLVD,5698,2019-03-14T00:00:00Z,2023-02-24T00:00:00Z
HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,2246,NA,NA,2588,2016-09-06T00:00:00Z,2016-12-13T00:00:00Z
WAL-MART 5748 / GRIMES,2177,50111,2150 EAST 1ST ST,4209,2021-12-03T00:00:00Z,2022-10-28T00:00:00Z
CASEY'S GENERAL STORE #3434  /  DENV,2119,50622,"1101, JEFFERSON ST",5181,2015-09-30T00:00:00Z,2022-09-27T00:00:00Z
HY-VEE #7 / CEDAR RAPIDS,2057,52411,5050 EDGEWOOD RD,2647,2021-10-04T00:00:00Z,2021-11-29T00:00:00Z
BIG 10 MART,1987,52001,2100 JFK RD,5529,2018-02-13T00:00:00Z,2022-09-12T00:00:00Z
CASEY'S GENERAL STORE #3640 / WAUKEE,1938,50263,870 NE ALICE'S RD,5521,2020-09-11T00:00:00Z,2022-10-28T00:00:00Z
CASEY'S GENERAL STORE #2623 / FAIRBANK,1932,50629,103 24TH ST,5616,2018-06-01T00:00:00Z,2023-04-25T00:00:00Z
CASEY'S GENERAL STORE #3606,1875,50322,5150 100TH STREET,5782,2019-05-29T00:00:00Z,2022-10-21T00:00:00Z
U S GAS,1822,NA,NA,4478,2016-09-02T00:00:00Z,2021-11-26T00:00:00Z
CASEY'S GENERAL STORE #1446 / LISBON,1782,52253,150 E. BUSINESS 30,5618,2019-12-09T00:00:00Z,2022-09-19T00:00:00Z
CASEY'S GENERAL STORE #2304 / SLATER,1749,50244,200 6TH AVE,4575,2016-05-04T00:00:00Z,2019-06-28T00:00:00Z
HIWAY 20 LIQUOR & TOBACCO / WEBSTER CITY,1708,50595,1345 2ND ST S,6146,2021-04-30T00:00:00Z,2022-10-28T00:00:00Z
CORK AND BOTTLE / CARROLL,1690,51401,1004 HIGHWAY 30 W,4262,2012-01-03T00:00:00Z,2012-06-12T00:00:00Z
WASHINGTON STREET MINI MART,1690,NA,NA,3805,2016-09-03T00:00:00Z,2017-06-29T00:00:00Z
CASEY'S GENERAL STORE #2989 / MECHANICSVILLE,1656,52306,206 SHORT ST,4562,2016-08-29T00:00:00Z,2022-10-31T00:00:00Z
STAR CONVENIENCE / FORT DODGE,1656,50501,1601 5TH AVE,6137,2021-05-07T00:00:00Z,2022-04-29T00:00:00Z
THE DEPOT WILLIAMSBURG,1621,52361,103 HIGHLAND ST,5650,2018-09-27T00:00:00Z,2022-09-19T00:00:00Z
LIQUOR LOVERS / ANKENY,1610,NA,NA,010039,2022-08-24T00:00:00Z,2022-09-30T00:00:00Z
HY-VEE DRUGSTORE / COUNCIL BLUFFS,1604,NA,NA,2641,2016-09-07T00:00:00Z,2017-02-13T00:00:00Z
QUIK TRIP #567 / URBANDALE,1559,NA,NA,4447,2016-09-01T00:00:00Z,2017-12-14T00:00:00Z
CASEY'S GENERAL STORE # 3512/ INDIANOLA,1555,50125,301 E TRAILRIDGE AVE,5396,2017-03-28T00:00:00Z,2022-10-25T00:00:00Z
STATION MART LIQUOR AND TOBACCO,1544,50707,3594 LAFAYETTE ST,4222,2016-02-01T00:00:00Z,2016-12-26T00:00:00Z
HY-VEE DOLLAR FRESH / MAQUOKETA,1500,52060,102 W CARLISLE,6178,2021-08-03T00:00:00Z,2022-09-26T00:00:00Z
OTTER CREEK COUNTRY STORE,1483,52328,"3445, COUNTY HOME RD",5200,2016-07-12T00:00:00Z,2022-10-19T00:00:00Z
QUICK SHOP / CLEAR LAKE,1470,NA,NA,3456,2019-07-02T00:00:00Z,2021-11-30T00:00:00Z
LAKE VIEW FOODS,1461,51450,223 MAIN ST,4116,2016-05-04T00:00:00Z,2019-06-24T00:00:00Z
THE SECRET CELLAR,1456,NA,NA,3822,2016-09-06T00:00:00Z,2017-09-05T00:00:00Z
CASEY'S GENERAL STORE #1653 / CORNING,1453,50841,204 6TH ST,5459,2017-10-06T00:00:00Z,2022-10-28T00:00:00Z
WALGREENS #05943 / INDIANOLA,1444,50125,1000 N JEFFERSON ST,4714,2012-08-28T00:00:00Z,2022-09-20T00:00:00Z
CHUBBYS LIQUOR,1412,50435,68 MONROE PO BOX 249,4099,2012-01-09T00:00:00Z,2014-03-18T00:00:00Z
LIQUOR AND GROCERY DEPOT,1406,NA,NA,5248,2016-09-01T00:00:00Z,2017-02-09T00:00:00Z
CASEY'S GENERAL STORE #3610 / CEDAR FALLS,1396,50613,1225 FOUNTAINS WAY,5484,2017-12-28T00:00:00Z,2022-09-29T00:00:00Z
"CHARLIE'S WINE AND SPIRITS,",1394,51103,507 W 19TH ST,3820,2021-10-06T00:00:00Z,2021-11-23T00:00:00Z
HOMETOWN WINE & SPIRITS / OSKALOOSA,1386,52577,1202 A AVE E,6143,2022-11-02T00:00:00Z,2023-03-29T00:00:00Z
POINT LIQUOR & TOBACCO,1382,NA,NA,5230,2016-09-06T00:00:00Z,2017-09-05T00:00:00Z
KUM & GO # 539/ DES MOINES,1370,50313,5050 NW 2ND AVE,5338,2016-11-03T00:00:00Z,2018-02-12T00:00:00Z
EICHMAN ENTERPRISES INC / SAGEVILLE,1350,52002,11941 HWY 52 N,5814,2019-06-21T00:00:00Z,2022-10-24T00:00:00Z
NEW STAR / LAFAYETTE / WATERLOO,1327,NA,NA,5243,2016-09-01T00:00:00Z,2017-04-25T00:00:00Z
CASEY'S GENERAL STORE # 2598/ PELLA,1324,50219,"414, CLARK STREET",5273,2016-06-22T00:00:00Z,2022-04-27T00:00:00Z
CASEY'S GENERAL STORE #2493 / BUFFAL,1305,52728,222 W FRONT ST,4552,2012-01-25T00:00:00Z,2016-08-22T00:00:00Z
CASEY'S GENERAL STORE #2845 / URBAND,1305,52345,201 SUNSET ST,4551,2012-01-03T00:00:00Z,2016-02-16T00:00:00Z
TOBACCO OUTLET PLUS #537 / IOWA CITY,1239,52246,923 S RIVERSIDE DR,5952,2021-12-07T00:00:00Z,2022-10-25T00:00:00Z
T P PLAZA,1212,50158,1701 IOWA AVE,4225,2012-01-26T00:00:00Z,2014-09-17T00:00:00Z
MART STOP #1 / DAVENPORT,1208,NA,NA,4640,2016-09-07T00:00:00Z,2021-10-06T00:00:00Z
HY-VEE / GRIMES,1200,50111,351 NORTHEAST GATEWAY DRIVE,6209,2021-10-01T00:00:00Z,2021-11-26T00:00:00Z
KUM & GO #436 / MUSCATINE,1196,NA,NA,5091,2016-09-13T00:00:00Z,2017-11-06T00:00:00Z
MLK LIQUOR LLC / DES MOINES,1193,50310,3424 MARTIN LUTHER KING JUNIOR PARKWAY,6264,2022-02-10T00:00:00Z,2022-09-29T00:00:00Z
